NU_INSCRICAO;CO_MUNICIPIO_RESIDENCIA;NO_MUNICIPIO_RESIDENCIA;CO_UF_RESIDENCIA;SG_UF_RESIDENCIA;NU_IDADE;TP_SEXO;TP_ESTADO_CIVIL;TP_COR_RACA;TP_NACIONALIDADE;CO_MUNICIPIO_NASCIMENTO;NO_MUNICIPIO_NASCIMENTO;CO_UF_NASCIMENTO;SG_UF_NASCIMENTO;TP_ST_CONCLUSAO;TP_ANO_CONCLUIU;TP_ESCOLA;TP_ENSINO;IN_TREINEIRO;CO_ESCOLA;CO_MUNICIPIO_ESC;NO_MUNICIPIO_ESC;CO_UF_ESC;SG_UF_ESC;TP_DEPENDENCIA_ADM_ESC;TP_LOCALIZACAO_ESC;TP_SIT_FUNC_ESC;TP_PRESENCA_CN;TP_PRESENCA_CH;TP_PRESENCA_LC;TP_PRESENCA_MT;NU_NOTA_CN;NU_NOTA_CH;NU_NOTA_LC;NU_NOTA_MT;TP_LINGUA;TP_STATUS_REDACAO;NU_NOTA_COMP1;NU_NOTA_COMP2;NU_NOTA_COMP3;NU_NOTA_COMP4;NU_NOTA_COMP5;NU_NOTA_REDACAO;Q025
1,90E+11;3548708;São Bernardo do Campo;35;SP;27;M;1;2;1;2910800;Feira de Santana;29;BA;1;8;1;;0;;;;;;;;;0;0;0;0;;;;;1;;;;;;;;B
1,90E+11;3548708;São Bernardo do Campo;35;SP;18;F;1;3;1;3548708;São Bernardo do Campo;35;SP;2;0;2;1;0;35041282;3548708;São Bernardo do Campo;35;SP;2;1;1;0;0;0;0;;;;;0;;;;;;;;B
1,90E+11;3548708;São Bernardo do Campo;35;SP;19;F;2;3;1;3548708;São Bernardo do Campo;35;SP;2;0;2;1;0;35913807;3548708;São Bernardo do Campo;35;SP;2;1;1;1;1;1;1;3483;472;4108;4514;0;1;120;120;120;120;0;480;B
1,90E+11;3548708;São Bernardo do Campo;35;SP;17;M;1;3;1;3523107;Itaquaquecetuba;35;SP;2;0;2;1;0;;;;;;;;;1;1;1;1;4073;3951;4949;4721;0;1;80;120;80;120;60;460;B
1,90E+11;3548708;São Bernardo do Campo;35;SP;16;M;1;1;1;3548708;São Bernardo do Campo;35;SP;3;0;1;;1;;;;;;;;;1;1;1;1;456;4989;5602;5252;0;1;120;120;120;100;20;480;B
1,90E+11;3548708;São Bernardo do Campo;35;SP;17;M;0;0;1;3548708;São Bernardo do Campo;35;SP;2;0;2;1;0;35009088;3548708;São Bernardo do Campo;35;SP;2;1;1;1;1;1;1;3675;4564;509;4775;1;1;120;120;120;120;100;580;B
1,90E+11;3504107;Atibaia;35;SP;17;F;1;1;1;3550308;São Paulo;35;SP;2;0;3;1;0;35805973;3504107;Atibaia;35;SP;4;1;1;1;1;1;1;4275;4949;527;5769;0;1;140;160;160;180;80;720;B
1,90E+11;3548708;São Bernardo do Campo;35;SP;16;F;1;1;1;3547809;Santo André;35;SP;3;0;1;;1;;;;;;;;;1;1;1;1;5481;562;5834;6378;0;1;140;120;120;100;120;600;B
1,90E+11;3548708;São Bernardo do Campo;35;SP;37;F;2;3;1;2924801;Piritiba;29;BA;1;13;1;;0;;;;;;;;;1;1;1;1;4334;5544;5221;5601;0;1;120;160;120;120;0;520;B
1,90E+11;3548708;São Bernardo do Campo;35;SP;17;M;1;3;1;3548708;São Bernardo do Campo;35;SP;3;0;1;;1;;;;;;;;;1;1;1;1;4067;528;5501;5538;0;1;120;120;120;120;80;560;B
1,90E+11;3548708;São Bernardo do Campo;35;SP;19;M;1;1;1;3548708;São Bernardo do Campo;35;SP;1;2;1;1;0;;;;;;;;;1;1;1;1;4956;4991;5044;6559;0;1;120;120;160;120;200;720;B
1,90E+11;3548708;São Bernardo do Campo;35;SP;59;F;1;2;1;2927408;Salvador;29;BA;1;13;1;;0;;;;;;;;;0;0;0;0;;;;;0;;;;;;;;B
1,90E+11;3504107;Atibaia;35;SP;18;M;1;2;1;3550308;São Paulo;35;SP;1;1;1;;0;;;;;;;;;0;0;0;0;;;;;0;;;;;;;;B
1,90E+11;3504107;Atibaia;35;SP;16;F;1;1;1;3550308;São Paulo;35;SP;3;0;1;;1;;;;;;;;;1;1;1;1;5744;5493;6311;6419;0;1;120;140;140;140;120;660;B
1,90E+11;3548708;São Bernardo do Campo;35;SP;19;F;1;3;1;3548708;São Bernardo do Campo;35;SP;1;2;1;1;0;;;;;;;;;1;1;1;1;5869;660;5497;6743;1;1;160;160;160;180;180;840;B
1,90E+11;3504107;Atibaia;35;SP;18;F;1;3;1;3550308;São Paulo;35;SP;1;1;1;;0;;;;;;;;;1;1;1;1;4766;5672;5762;5111;0;1;160;120;120;140;100;640;A
1,90E+11;3548708;São Bernardo do Campo;35;SP;16;F;1;1;1;3548708;São Bernardo do Campo;35;SP;3;0;1;;1;;;;;;;;;1;1;1;1;3574;4591;4763;4472;0;1;100;40;40;100;40;320;B
1,90E+11;3504107;Atibaia;35;SP;18;F;1;1;1;3550308;São Paulo;35;SP;2;0;3;1;0;35112306;3504107;Atibaia;35;SP;4;1;1;1;1;1;1;4436;4317;4921;4761;0;1;120;40;40;100;0;300;B
1,90E+11;3504107;Atibaia;35;SP;19;M;1;1;1;3504107;Atibaia;35;SP;1;2;1;;0;;;;;;;;;1;1;1;1;349;4661;5168;5583;0;1;120;100;100;120;0;440;B
1,90E+11;3548708;São Bernardo do Campo;35;SP;18;M;1;1;1;3548708;São Bernardo do Campo;35;SP;1;1;1;1;0;;;;;;;;;1;1;1;1;3542;4036;4145;4124;1;1;100;80;60;80;0;320;B
1,90E+11;3500105;Adamantina;35;SP;16;M;1;1;1;3500105;Adamantina;35;SP;3;0;1;;1;;;;;;;;;1;1;1;1;4468;6004;5158;4813;1;1;120;120;120;120;60;540;B
1,90E+11;3548708;São Bernardo do Campo;35;SP;21;M;1;3;1;2203909;Floriano;22;PI;1;3;1;;0;;;;;;;;;1;1;1;1;4859;4415;4424;5302;1;1;100;40;40;80;0;260;B
1,90E+11;3504107;Atibaia;35;SP;17;F;1;1;1;3550308;São Paulo;35;SP;2;0;3;1;0;;;;;;;;;1;1;1;1;5354;5415;5905;5578;0;1;160;120;120;120;120;640;B
1,90E+11;3548708;São Bernardo do Campo;35;SP;41;F;2;3;1;2611606;Recife;26;PE;1;6;1;1;0;;;;;;;;;0;0;0;0;;;;;1;;;;;;;;A
1,90E+11;3504107;Atibaia;35;SP;19;F;1;1;1;3507605;Bragança Paulista;35;SP;1;1;1;;0;;;;;;;;;1;1;1;1;5533;6091;5573;4479;0;1;160;200;180;160;160;860;B
1,90E+11;3548708;São Bernardo do Campo;35;SP;21;F;1;3;1;3548708;São Bernardo do Campo;35;SP;1;4;1;;0;;;;;;;;;0;0;0;0;;;;;0;;;;;;;;B
1,90E+11;3548708;São Bernardo do Campo;35;SP;21;M;1;1;1;3548708;São Bernardo do Campo;35;SP;1;4;1;1;0;;;;;;;;;0;0;0;0;;;;;1;;;;;;;;B
1,90E+11;3557006;Votorantim;35;SP;21;F;1;3;1;4124004;Santana do Itararé;41;PR;1;2;1;;0;;;;;;;;;1;1;1;1;3915;3975;478;406;1;1;120;120;120;120;80;560;B
1,90E+11;3548708;São Bernardo do Campo;35;SP;17;M;1;1;1;3548708;São Bernardo do Campo;35;SP;2;0;2;1;0;35923904;3548708;São Bernardo do Campo;35;SP;2;1;1;1;1;1;1;406;4718;526;4406;0;1;140;120;120;120;40;540;B
1,90E+11;3548708;São Bernardo do Campo;35;SP;22;F;1;1;1;3548708;São Bernardo do Campo;35;SP;1;5;1;;0;;;;;;;;;0;0;0;0;;;;;1;;;;;;;;B
1,90E+11;3504107;Atibaia;35;SP;19;F;1;1;1;3504107;Atibaia;35;SP;1;1;1;1;0;;;;;;;;;1;1;1;1;4784;4999;5399;442;0;1;120;160;120;120;140;660;A
1,90E+11;3548708;São Bernardo do Campo;35;SP;17;M;1;1;1;3550308;São Paulo;35;SP;2;0;3;1;0;35470570;3548708;São Bernardo do Campo;35;SP;4;1;1;1;1;1;1;5297;5949;5788;6104;0;1;160;180;160;200;200;900;B
1,90E+11;3548708;São Bernardo do Campo;35;SP;18;M;1;0;4;;;;;2;0;2;1;0;;;;;;;;;1;1;1;1;5329;4843;5629;5837;0;1;140;120;120;120;60;560;B
1,90E+11;3548708;São Bernardo do Campo;35;SP;28;M;2;2;1;3548708;São Bernardo do Campo;35;SP;1;8;1;;0;;;;;;;;;0;0;0;0;;;;;0;;;;;;;;B
1,90E+11;3548708;São Bernardo do Campo;35;SP;17;F;1;3;1;3548708;São Bernardo do Campo;35;SP;2;0;2;1;0;;;;;;;;;1;1;1;1;3429;5183;5058;3637;0;1;80;120;100;120;100;520;B
1,90E+11;3548708;São Bernardo do Campo;35;SP;17;M;1;1;1;3547809;Santo André;35;SP;2;0;3;1;0;;;;;;;;;1;1;1;1;4823;3569;5739;4118;0;1;140;120;140;120;140;660;B
1,90E+11;3504107;Atibaia;35;SP;16;M;1;1;1;3504107;Atibaia;35;SP;3;0;1;;1;;;;;;;;;1;1;1;1;3761;3896;440;5626;0;1;140;120;120;80;40;500;B
1,90E+11;3548708;São Bernardo do Campo;35;SP;25;M;1;1;1;3548708;São Bernardo do Campo;35;SP;1;8;1;;0;;;;;;;;;1;1;1;1;4677;5526;599;5856;0;1;120;120;120;120;120;600;B
1,90E+11;3548708;São Bernardo do Campo;35;SP;17;M;1;3;1;3547809;Santo André;35;SP;2;0;2;1;0;35913807;3548708;São Bernardo do Campo;35;SP;2;1;1;0;1;1;0;;3649;4655;;0;6;0;0;0;0;0;0;B
1,90E+11;3504107;Atibaia;35;SP;27;F;2;3;1;3306305;Volta Redonda;33;RJ;1;10;1;;0;;;;;;;;;0;0;0;0;;;;;1;;;;;;;;B
1,90E+11;3548708;São Bernardo do Campo;35;SP;38;F;2;2;1;3548708;São Bernardo do Campo;35;SP;1;13;1;;0;;;;;;;;;0;0;0;0;;;;;0;;;;;;;;B
1,90E+11;3557006;Votorantim;35;SP;33;F;1;3;1;3552205;Sorocaba;35;SP;1;11;1;1;0;;;;;;;;;1;1;1;1;4589;4983;4313;4942;1;1;120;120;120;120;160;640;B
1,90E+11;3548708;São Bernardo do Campo;35;SP;19;M;1;1;1;3548708;São Bernardo do Campo;35;SP;1;2;1;1;0;;;;;;;;;1;1;1;1;4421;5468;4756;4397;0;1;120;120;120;120;80;560;B
1,90E+11;3504107;Atibaia;35;SP;33;F;3;1;1;3518800;Guarulhos;35;SP;1;13;1;1;0;;;;;;;;;0;0;0;0;;;;;0;;;;;;;;A
1,90E+11;3548708;São Bernardo do Campo;35;SP;18;F;1;1;1;3548708;São Bernardo do Campo;35;SP;1;1;1;1;0;;;;;;;;;0;0;0;0;;;;;1;;;;;;;;B
1,90E+11;3548708;São Bernardo do Campo;35;SP;26;M;1;2;1;3548708;São Bernardo do Campo;35;SP;1;3;1;;0;;;;;;;;;0;0;0;0;;;;;1;;;;;;;;B
1,90E+11;3548708;São Bernardo do Campo;35;SP;36;M;1;1;1;3548708;São Bernardo do Campo;35;SP;1;13;1;;0;;;;;;;;;1;1;1;1;5025;5705;5303;5518;0;1;120;120;100;120;60;520;B
1,90E+11;3557006;Votorantim;35;SP;18;F;1;1;1;3557006;Votorantim;35;SP;1;1;1;1;0;;;;;;;;;0;0;0;0;;;;;1;;;;;;;;B
1,90E+11;3548708;São Bernardo do Campo;35;SP;18;F;1;1;1;3548708;São Bernardo do Campo;35;SP;1;1;1;;0;;;;;;;;;1;1;1;1;4916;5203;5127;4972;0;1;120;120;120;120;120;600;B
1,90E+11;3548708;São Bernardo do Campo;35;SP;19;M;1;1;1;3548708;São Bernardo do Campo;35;SP;1;1;1;;0;;;;;;;;;0;0;0;0;;;;;0;;;;;;;;B
1,90E+11;3548708;São Bernardo do Campo;35;SP;18;M;1;1;1;3548708;São Bernardo do Campo;35;SP;2;0;3;1;0;35142612;3548708;São Bernardo do Campo;35;SP;4;1;1;1;1;1;1;5705;5029;5531;7243;0;1;120;200;140;120;140;720;B
1,90E+11;3548708;São Bernardo do Campo;35;SP;23;M;1;3;1;3548708;São Bernardo do Campo;35;SP;1;6;1;;0;;;;;;;;;1;1;1;1;5372;5828;6033;7278;0;1;140;160;180;200;180;860;B
1,90E+11;3548708;São Bernardo do Campo;35;SP;18;F;1;1;1;3548708;São Bernardo do Campo;35;SP;1;1;1;;0;;;;;;;;;0;1;1;0;;4552;4891;;1;1;120;120;120;120;120;600;B
1,90E+11;3504107;Atibaia;35;SP;17;F;1;1;1;3550308;São Paulo;35;SP;3;0;1;;1;;;;;;;;;1;1;1;1;542;5711;6104;5401;0;1;160;140;140;160;160;760;B
1,90E+11;3548708;São Bernardo do Campo;35;SP;28;F;1;3;1;3548708;São Bernardo do Campo;35;SP;1;10;1;;0;;;;;;;;;1;1;1;1;4136;5528;4842;4168;1;1;80;120;100;120;80;500;B
1,90E+11;3504107;Atibaia;35;SP;24;F;1;1;1;3543402;Ribeirão Preto;35;SP;1;6;1;;0;;;;;;;;;1;1;1;1;609;6167;6168;6365;0;1;160;200;180;200;160;900;B
1,90E+11;3548708;São Bernardo do Campo;35;SP;18;F;1;1;1;2202778;Colônia do Piauí;22;PI;1;1;1;;0;;;;;;;;;1;1;1;1;433;4142;5116;4472;1;1;120;120;100;120;40;500;B
1,90E+11;3548708;São Bernardo do Campo;35;SP;21;M;1;1;1;3548708;São Bernardo do Campo;35;SP;1;4;1;;0;;;;;;;;;0;0;0;0;;;;;0;;;;;;;;B
1,90E+11;3548708;São Bernardo do Campo;35;SP;18;M;1;1;1;3548708;São Bernardo do Campo;35;SP;2;0;2;1;0;35009261;3548708;São Bernardo do Campo;35;SP;2;1;1;1;1;1;1;4703;483;5086;6433;0;1;100;40;40;100;0;280;B
1,90E+11;3557006;Votorantim;35;SP;17;M;1;1;1;3552205;Sorocaba;35;SP;2;0;2;1;0;35042468;3557006;Votorantim;35;SP;2;1;1;1;1;1;1;3566;424;520;4261;0;1;140;120;120;120;0;500;B
1,90E+11;3500105;Adamantina;35;SP;15;M;1;1;1;3500105;Adamantina;35;SP;3;0;1;;1;;;;;;;;;1;1;1;1;5803;6595;6014;6737;0;1;160;120;120;120;120;640;B
1,90E+11;3548708;São Bernardo do Campo;35;SP;18;F;1;4;1;3548708;São Bernardo do Campo;35;SP;1;1;1;;0;;;;;;;;;1;1;1;1;5858;6993;6575;7049;0;1;160;160;180;180;160;840;B
1,90E+11;3548708;São Bernardo do Campo;35;SP;19;F;1;1;1;3552403;Sumaré;35;SP;1;2;1;1;0;;;;;;;;;0;0;0;0;;;;;0;;;;;;;;B
1,90E+11;3548708;São Bernardo do Campo;35;SP;18;F;1;1;1;3548708;São Bernardo do Campo;35;SP;2;0;3;1;0;35481014;3548708;São Bernardo do Campo;35;SP;4;1;1;0;0;0;0;;;;;0;;;;;;;;B
1,90E+11;3548708;São Bernardo do Campo;35;SP;20;F;1;1;1;3548708;São Bernardo do Campo;35;SP;1;3;1;;0;;;;;;;;;1;1;1;1;4858;4744;5222;4618;0;2;0;0;0;0;0;0;B
1,90E+11;3548708;São Bernardo do Campo;35;SP;19;F;1;1;1;3547809;Santo André;35;SP;1;2;1;;0;;;;;;;;;1;1;1;1;3899;4871;5032;3979;0;1;120;120;120;120;60;540;B
1,90E+11;3548708;São Bernardo do Campo;35;SP;17;M;1;1;1;3548708;São Bernardo do Campo;35;SP;2;0;2;1;0;35902020;3548708;São Bernardo do Campo;35;SP;2;1;1;1;1;1;1;552;4663;5211;4423;0;1;80;120;80;120;0;400;B
1,90E+11;3548708;São Bernardo do Campo;35;SP;22;F;1;1;1;3548708;São Bernardo do Campo;35;SP;1;5;1;;0;;;;;;;;;0;0;0;0;;;;;0;;;;;;;;B
1,90E+11;3548708;São Bernardo do Campo;35;SP;22;M;1;1;1;3548708;São Bernardo do Campo;35;SP;1;3;1;;0;;;;;;;;;1;1;1;1;5463;6158;5882;4123;0;1;120;120;120;120;100;580;B
1,90E+11;3548708;São Bernardo do Campo;35;SP;17;F;1;1;1;3548708;São Bernardo do Campo;35;SP;2;0;3;1;0;;;;;;;;;0;1;1;0;;5442;5922;;0;1;120;120;100;120;40;500;B
1,90E+11;3548708;São Bernardo do Campo;35;SP;17;M;1;1;1;3548708;São Bernardo do Campo;35;SP;2;0;2;1;0;;;;;;;;;1;1;1;1;4561;4736;4928;4258;0;1;80;120;80;120;120;520;B
1,90E+11;3548708;São Bernardo do Campo;35;SP;18;M;1;3;1;3548708;São Bernardo do Campo;35;SP;2;0;2;1;0;35046012;3548708;São Bernardo do Campo;35;SP;2;1;1;1;1;1;1;6045;5683;6092;7194;0;1;120;120;100;160;140;640;A
1,90E+11;3548708;São Bernardo do Campo;35;SP;18;M;1;1;1;3548708;São Bernardo do Campo;35;SP;1;1;1;;0;;;;;;;;;0;0;0;0;;;;;0;;;;;;;;B
1,90E+11;3504107;Atibaia;35;SP;23;F;1;2;1;3504107;Atibaia;35;SP;1;5;1;;0;;;;;;;;;1;1;1;1;4132;4325;4831;4242;1;1;120;120;100;100;0;440;A
1,90E+11;3548708;São Bernardo do Campo;35;SP;44;F;1;1;1;3548708;São Bernardo do Campo;35;SP;1;13;1;;0;;;;;;;;;1;1;1;1;4155;4801;5011;433;1;1;120;120;80;120;60;500;A
1,90E+11;3548708;São Bernardo do Campo;35;SP;17;M;1;2;1;3550308;São Paulo;35;SP;2;0;2;1;0;35009131;3548708;São Bernardo do Campo;35;SP;2;1;1;1;1;1;1;4696;4977;507;4616;0;1;80;80;80;80;80;400;B
1,90E+11;3548708;São Bernardo do Campo;35;SP;22;M;1;2;1;3548708;São Bernardo do Campo;35;SP;1;5;1;;0;;;;;;;;;1;1;1;1;472;5515;5212;5174;0;1;160;120;160;140;60;640;B
1,90E+11;3548708;São Bernardo do Campo;35;SP;17;M;1;2;1;3548708;São Bernardo do Campo;35;SP;2;0;2;1;0;35923904;3548708;São Bernardo do Campo;35;SP;2;1;1;1;1;1;1;4221;4616;4724;4298;1;1;100;120;100;80;80;480;B
1,90E+11;3548708;São Bernardo do Campo;35;SP;19;F;1;2;1;3548708;São Bernardo do Campo;35;SP;3;0;1;;1;;;;;;;;;1;1;1;1;3895;5189;5837;5557;1;1;100;120;100;120;20;460;B
1,90E+11;3548708;São Bernardo do Campo;35;SP;22;F;1;1;1;3548708;São Bernardo do Campo;35;SP;1;5;1;;0;;;;;;;;;1;1;1;1;4485;5492;5707;5287;1;1;120;120;120;120;120;600;B
1,90E+11;3548708;São Bernardo do Campo;35;SP;17;F;1;1;1;3548708;São Bernardo do Campo;35;SP;2;0;2;1;0;35009337;3548708;São Bernardo do Campo;35;SP;2;1;1;0;0;0;0;;;;;1;;;;;;;;B
1,90E+11;3548708;São Bernardo do Campo;35;SP;25;M;1;1;1;3300308;Barra do Piraí;33;RJ;1;9;1;;0;;;;;;;;;0;0;0;0;;;;;0;;;;;;;;B
1,90E+11;3504107;Atibaia;35;SP;17;M;1;1;1;3550308;São Paulo;35;SP;2;0;3;1;0;;;;;;;;;1;1;1;1;5016;4516;4205;5747;0;1;140;140;140;140;160;720;B
1,90E+11;3548708;São Bernardo do Campo;35;SP;19;F;1;1;1;3548708;São Bernardo do Campo;35;SP;1;2;1;;0;;;;;;;;;1;1;1;1;4511;4678;5506;3785;1;1;120;120;100;100;80;520;B
1,90E+11;3500204;Adolfo;35;SP;20;F;1;1;1;3549805;São José do Rio Preto;35;SP;1;3;1;;0;;;;;;;;;1;1;1;1;3985;5736;5281;4983;0;1;160;160;160;160;120;760;B
1,90E+11;3548708;São Bernardo do Campo;35;SP;16;F;1;1;1;3547809;Santo André;35;SP;3;0;1;;1;;;;;;;;;1;1;1;1;4718;4973;5381;6074;0;1;120;120;120;120;60;540;B
1,90E+11;3556958;Vitória Brasil;35;SP;17;M;1;3;1;3524808;Jales;35;SP;2;0;2;1;0;;;;;;;;;1;1;1;1;4734;5466;5566;5483;1;1;100;40;40;80;0;260;B
1,90E+11;3548708;São Bernardo do Campo;35;SP;22;M;1;1;1;2801207;Canindé de São Francisco;28;SE;1;2;1;;0;;;;;;;;;0;0;0;0;;;;;1;;;;;;;;B
1,90E+11;3557006;Votorantim;35;SP;41;M;2;1;1;3557006;Votorantim;35;SP;1;13;1;;0;;;;;;;;;1;1;1;1;5657;6015;5886;6503;1;1;120;40;40;120;0;320;B
1,90E+11;3548708;São Bernardo do Campo;35;SP;16;M;2;1;1;3550308;São Paulo;35;SP;3;0;1;;1;;;;;;;;;1;1;1;1;5918;6428;6624;8428;0;1;160;160;160;120;120;720;B
1,90E+11;3548708;São Bernardo do Campo;35;SP;18;M;1;1;1;3548708;São Bernardo do Campo;35;SP;2;0;2;1;0;35910764;3548708;São Bernardo do Campo;35;SP;2;1;1;1;1;1;1;492;482;483;5687;0;1;100;80;100;100;100;480;B
1,90E+11;3548708;São Bernardo do Campo;35;SP;17;M;1;3;1;3547809;Santo André;35;SP;2;0;2;1;0;35009210;3548708;São Bernardo do Campo;35;SP;2;1;1;1;1;1;1;5014;4523;4963;6156;1;1;140;60;60;100;0;360;B
1,90E+11;3548708;São Bernardo do Campo;35;SP;16;F;1;1;1;3548708;São Bernardo do Campo;35;SP;3;0;1;;1;;;;;;;;;1;1;1;1;5111;4606;5524;4655;0;1;140;140;120;160;40;600;B
1,90E+11;3500105;Adamantina;35;SP;16;F;1;1;1;3550308;São Paulo;35;SP;3;0;1;;1;;;;;;;;;1;1;1;1;5385;5764;540;6179;0;1;140;40;40;120;0;340;B
1,90E+11;3548708;São Bernardo do Campo;35;SP;18;F;1;1;1;2600104;Afogados da Ingazeira;26;PE;1;1;1;;0;;;;;;;;;1;1;1;1;4463;4857;5796;4327;0;1;100;120;120;120;0;460;B
1,90E+11;3504107;Atibaia;35;SP;22;M;1;3;1;3504107;Atibaia;35;SP;1;5;1;;0;;;;;;;;;0;1;1;0;;524;5422;;0;1;140;120;120;120;80;580;B
1,90E+11;3548708;São Bernardo do Campo;35;SP;19;M;1;1;1;3548708;São Bernardo do Campo;35;SP;1;2;1;;0;;;;;;;;;0;0;0;0;;;;;0;;;;;;;;B
1,90E+11;3548708;São Bernardo do Campo;35;SP;17;F;1;1;1;3548708;São Bernardo do Campo;35;SP;2;0;2;1;0;35904958;3548708;São Bernardo do Campo;35;SP;2;1;1;1;1;1;1;4372;4773;4639;3805;0;1;120;120;120;120;140;620;B
1,90E+11;3548708;São Bernardo do Campo;35;SP;34;M;1;2;1;3548708;São Bernardo do Campo;35;SP;1;13;1;;0;;;;;;;;;0;0;0;0;;;;;0;;;;;;;;B
1,90E+11;3548708;São Bernardo do Campo;35;SP;16;F;1;1;2;;;;;3;0;1;;1;;;;;;;;;1;1;1;1;4931;5767;5452;6557;1;1;160;160;140;180;120;760;B
1,90E+11;3548708;São Bernardo do Campo;35;SP;23;M;1;1;1;3548708;São Bernardo do Campo;35;SP;1;6;1;1;0;;;;;;;;;1;1;1;1;3747;4348;5286;4794;1;1;140;120;120;100;100;580;B
1,90E+11;3548708;São Bernardo do Campo;35;SP;17;F;1;1;1;3509502;Campinas;35;SP;2;0;3;1;0;35141811;3548708;São Bernardo do Campo;35;SP;4;1;1;1;1;1;1;5391;508;5742;474;0;1;160;200;120;120;120;720;B
1,90E+11;3548708;São Bernardo do Campo;35;SP;17;M;1;2;1;3548708;São Bernardo do Campo;35;SP;2;0;2;1;0;35908757;3548708;São Bernardo do Campo;35;SP;2;1;1;1;1;1;1;4431;4576;5018;3916;0;1;120;140;100;120;60;540;B
1,90E+11;3557006;Votorantim;35;SP;16;F;1;1;1;3552205;Sorocaba;35;SP;3;0;1;;1;;;;;;;;;1;1;1;1;446;5009;5107;5434;1;1;120;120;120;100;140;600;B
1,90E+11;3548708;São Bernardo do Campo;35;SP;17;F;1;3;1;3548708;São Bernardo do Campo;35;SP;2;0;2;1;0;;;;;;;;;1;1;1;1;3665;3861;4079;4265;1;1;80;120;120;100;20;440;B
1,90E+11;3504107;Atibaia;35;SP;16;F;1;1;1;3504107;Atibaia;35;SP;3;0;1;;1;;;;;;;;;1;1;1;1;5132;5712;5247;444;0;1;160;200;160;200;200;920;B
1,90E+11;3548708;São Bernardo do Campo;35;SP;18;F;1;1;1;3548708;São Bernardo do Campo;35;SP;2;0;2;1;0;35008837;3548708;São Bernardo do Campo;35;SP;2;1;1;0;0;0;0;;;;;0;;;;;;;;B
1,90E+11;3548708;São Bernardo do Campo;35;SP;17;F;1;1;1;3548708;São Bernardo do Campo;35;SP;2;0;2;1;0;35008758;3548708;São Bernardo do Campo;35;SP;2;1;1;0;0;0;0;;;;;1;;;;;;;;B
1,90E+11;3548708;São Bernardo do Campo;35;SP;23;M;1;3;1;3548708;São Bernardo do Campo;35;SP;1;6;1;1;0;;;;;;;;;1;1;1;1;4976;5566;5155;4852;0;1;120;120;120;120;80;560;B
1,90E+11;3548708;São Bernardo do Campo;35;SP;18;M;1;3;1;3548708;São Bernardo do Campo;35;SP;1;1;1;;0;;;;;;;;;1;1;1;1;588;581;5889;6358;0;1;120;120;120;100;140;600;B
1,90E+11;3548708;São Bernardo do Campo;35;SP;18;F;0;1;1;3548708;São Bernardo do Campo;35;SP;1;1;1;;0;;;;;;;;;1;1;1;1;3718;4518;5216;4077;1;1;120;180;120;120;120;660;B
1,90E+11;3504107;Atibaia;35;SP;17;F;1;1;1;3504107;Atibaia;35;SP;3;0;1;;1;;;;;;;;;1;1;1;1;4757;4872;5605;3755;0;1;120;120;120;160;80;600;B
1,90E+11;3504107;Atibaia;35;SP;17;F;1;1;1;3504107;Atibaia;35;SP;2;0;3;1;0;35137224;3504107;Atibaia;35;SP;4;1;1;1;1;1;1;4292;4674;5215;6402;0;1;140;120;160;180;120;720;B
1,90E+11;3548708;São Bernardo do Campo;35;SP;19;M;1;1;1;3548708;São Bernardo do Campo;35;SP;1;2;1;;0;;;;;;;;;1;1;1;1;4994;4844;5689;5194;0;1;140;120;140;160;120;680;B
1,90E+11;3548708;São Bernardo do Campo;35;SP;17;F;1;1;1;3548708;São Bernardo do Campo;35;SP;2;0;2;1;0;35008936;3548708;São Bernardo do Campo;35;SP;2;1;1;1;1;1;1;4529;519;5745;4374;1;1;120;120;120;120;80;560;B
1,90E+11;3548708;São Bernardo do Campo;35;SP;22;F;1;3;1;3548708;São Bernardo do Campo;35;SP;1;3;1;;0;;;;;;;;;1;1;1;1;4746;4982;5435;4128;0;1;140;140;100;140;160;680;B
1,90E+11;3548708;São Bernardo do Campo;35;SP;54;F;2;1;1;3550308;São Paulo;35;SP;1;13;1;;0;;;;;;;;;0;0;0;0;;;;;0;;;;;;;;B
1,90E+11;3548708;São Bernardo do Campo;35;SP;16;F;1;1;1;3548708;São Bernardo do Campo;35;SP;3;0;1;;1;;;;;;;;;1;1;1;1;5683;6254;635;6831;0;1;160;120;120;140;120;660;B
1,90E+11;3548708;São Bernardo do Campo;35;SP;26;F;2;1;1;3548708;São Bernardo do Campo;35;SP;1;9;1;1;0;;;;;;;;;1;1;1;1;4407;5106;5315;4472;1;1;120;120;80;120;80;520;B
1,90E+11;3548708;São Bernardo do Campo;35;SP;18;M;1;1;1;3548708;São Bernardo do Campo;35;SP;1;1;1;1;0;;;;;;;;;1;1;1;1;4942;4969;5495;5169;0;1;120;120;120;140;80;580;B
1,90E+11;3548708;São Bernardo do Campo;35;SP;17;M;1;1;1;3548708;São Bernardo do Campo;35;SP;2;0;2;1;0;;;;;;;;;1;1;1;1;5142;5053;5502;4456;1;1;120;120;120;120;120;600;B
1,90E+11;3548708;São Bernardo do Campo;35;SP;17;M;1;1;1;3548708;São Bernardo do Campo;35;SP;2;0;2;1;0;;;;;;;;;1;1;1;1;3805;5373;4916;4933;0;1;120;120;140;140;0;520;B
